track_id,callsign,t,lat,lon,alt,velocity,heading,vertical_rate,is_attack,attack_type
sim0000,SIM000,0.0,39.576366723003694,63.90224733788114,11515.053738780092,237.03646270466018,278.8746612703864,-0.014625911231636745,False,none
sim0000,SIM000,10.0,39.57991064106043,63.874570617243755,11501.882340796532,234.11573877447574,279.43093331362314,-0.6337232407218516,False,none
sim0000,SIM000,20.0,39.58338292890875,63.845011472087,11507.889099548038,236.80558991306174,279.678799103983,-0.7650678827526968,False,none
sim0000,SIM000,30.0,39.58691675185724,63.82056907225379,11505.738365312156,236.82955877374505,279.79613014612136,-0.291800216371651,False,none
sim0000,SIM000,40.0,39.59050962569787,63.7928964357455,11512.807764557827,238.91657646377564,278.77883554808307,0.4296913440107991,False,none
sim0000,SIM000,50.0,39.59426338381422,63.76597339564301,11502.604331497969,236.99011567432055,279.6761108630812,-0.09439106267537466,False,none
sim0000,SIM000,60.0,39.5976766986116,63.73884164982416,11506.793344706766,237.18304924674774,279.5332761058758,0.06363420561291541,False,none
sim0000,SIM000,70.0,39.60097914778564,63.711458163637346,11521.360418774444,234.89304964243695,278.9258643789563,0.3234517112867109,False,none
sim0000,SIM000,80.0,39.60411846497324,63.68417135137107,11517.713873919378,236.38752120083004,278.2993230540414,-0.12509770025896247,False,none
sim0000,SIM000,90.0,39.607440598094385,63.65670712947701,11511.23247915412,236.58241498921475,278.6105383146034,-0.005760734019274087,False,none
sim0000,SIM000,100.0,39.610854295777436,63.629320545942655,11517.54569090095,236.36853700359362,279.29958322604483,-0.0026997803358133027,False,none
sim0000,SIM000,110.0,39.61418348327181,63.6017250628414,11495.916011155292,236.42162601459617,278.7521145813068,0.08202639785611128,False,none
sim0000,SIM000,120.0,39.61775239182051,63.57482239586585,11516.14274904611,236.6137322323047,279.9276161428393,0.3512314775602721,False,none
sim0000,SIM000,130.0,39.62160161772416,63.54757489164953,11503.762765738418,237.26809998217487,279.8747687388835,0.4860333539585214,False,none
sim0000,SIM000,140.0,39.625336677773596,63.52033535229234,11496.216672371555,235.18123012537876,280.4401856144717,-1.0642835209110724,False,none
sim0000,SIM000,150.0,39.62944613666156,63.49302371027766,11518.43057138955,237.07476814254053,280.01895912727207,0.6245743747792274,False,none
sim0000,SIM000,160.0,39.63344565267693,63.46601031696948,11504.397424132581,238.52622147079873,280.99321919290566,-0.025595206345838287,False,none
sim0000,SIM000,170.0,39.63733298580616,63.43909395115991,11510.965942129164,238.32722375925655,280.8983872430818,-0.3472017638514471,False,none
sim0000,SIM000,180.0,39.641481096817834,63.411630626266756,11509.799268987277,234.81047930495947,280.43964492926716,0.827028774400215,False,none
sim0000,SIM000,190.0,39.64540222632888,63.384739416381706,11500.566448294961,236.56555855878642,280.24106899224097,-0.8805097371637014,False,none
sim0000,SIM000,200.0,39.649350573910375,63.357183000419624,11515.836916018787,236.06939530693236,280.73069941411956,-0.5541303960907565,False,none
sim0000,SIM000,210.0,39.653078973638884,63.330142725990584,11511.928319236673,236.21662352702006,280.0982352053001,0.31504129572279305,False,none
sim0000,SIM000,220.0,39.656927444797205,63.304092345102916,11517.642730511876,237.45224173275534,279.9552439942802,-0.6909843600032327,False,none
sim0000,SIM000,230.0,39.660791610646356,63.27574835117052,11518.450187145894,238.1251180101608,280.9290379136142,-0.22780882533056637,False,none
sim0000,SIM000,240.0,39.66504906087417,63.2485901582391,11519.187595623007,239.69685379180845,281.76025190673295,-0.5725884535946625,False,none
sim0000,SIM000,250.0,39.668671867971995,63.22128890232279,11518.916462530853,234.41264530438497,279.6470129035506,0.1296495101686135,False,none
sim0000,SIM000,260.0,39.67269601149999,63.19392783833448,11500.090687456634,236.62835905484286,280.12007596469994,-0.8217406612055534,False,none
sim0000,SIM000,270.0,39.676701703175894,63.16670912532218,11506.934172380117,235.3797767903331,280.3563751228538,0.09770395887470107,False,none
sim0000,SIM000,280.0,39.680763233719176,63.141784363237086,11501.056330347878,238.2101948979159,280.36204683838764,-0.00701486506549847,False,none
sim0000,SIM000,290.0,39.68421802234235,63.11236650708505,11512.847077678101,236.44226631026254,280.2797243931749,-0.010736283521747398,False,none
sim0001,SIM001,0.0,40.308958779178546,65.94654086117686,9608.605028162214,234.71210900919434,89.15373486204732,-0.5214341787950053,False,none
sim0001,SIM001,10.0,40.30937738397572,65.97388997821736,9601.060815176457,233.87222063372332,88.74203826774377,0.8609858219282395,False,none
sim0001,SIM001,20.0,40.309383544951295,66.00176414853297,9581.253307279901,234.2588550875766,89.83152156297194,0.041608676737265184,False,none
sim0001,SIM001,30.0,40.309463232002514,66.02948861961636,9604.83719946979,233.8749255178562,90.03689722613875,-0.2776239648818236,False,none
sim0001,SIM001,40.0,40.30996355852089,66.05702977947436,9609.496567342756,234.88660573283062,89.31359654008969,0.10774446959116446,False,none
sim0001,SIM001,50.0,40.31006132078741,66.08470668576433,9606.607286201128,233.7955678745219,88.93697764873995,-0.31749924370582977,False,none
sim0001,SIM001,60.0,40.31012964775714,66.111961305833,9593.28935569306,233.78296572695538,90.15927968717439,-0.19626862341874501,False,none
sim0001,SIM001,70.0,40.31023522355923,66.13932378468294,9600.278596170941,232.6016647859291,90.07275345321112,-0.3852993382824299,False,none
sim0001,SIM001,80.0,40.31019337607518,66.16708210277285,9603.693241059671,233.88021452174667,89.55229160017048,0.23045970785668976,False,none
